PROGRAMA,CONVENIO,CONVOCATORIA,ANIO,ID BENEFICIO,CC TI BENEFICIARIO,NOMBRES,APELLIDOS,EMAIL,CODIGO DEPARTAMENTO,DEPARTAMENTO DE RESIDENCIA,CODIGO DEL MUNICIPIO,CIUDAD DE RESIDENCIA,ESTRATO,GENERO,NIVEL DE PROGRAMA,TIPO INSTITUCION,CODIGO DEPARTAMENTO IE,DEPARTAMENTO IE,CODIGO CIUDAD IE,CIUDAD IE,NOMBRE IE,CODIGO IE,PROGRAMA ACADEMICO,TIPO PROGRAMA,MONTO_COMPROMETIDO,NATURALEZA INSTITUCION,MODALIDAD PROGRAMA,ESTADO,OBSERVACIONES,META,FECHA ACTUALIZACION,CODIGO MUNICIPIO RESIDENCIA,CODIGO MUNICIPIO IE,FECHA_VIGENCIA
,FONDO 426,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,TECNICO INFORMAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,SCRUM PRODUCT OWNER,TI,1106608,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DISTRITAL SARIT ARTETA DE VASQUEZ,7500,31/12/2017,8001,11001,31/12/2017
,FONDO 534,2013-1,2013,,,,,,8,ATLANTICO,8758,SOLEDAD,2,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,CORPORACION UNIVERSIDAD DE LA COSTA CUC,2810,INGENIERIA ELECTRONICA,ELECTRONICA,"21099856,85",S_I,PRESENCIAL,ACTIVO,RENOVACION IES,10400,31/12/2013,8758,0,31/12/2013
,ALIANZA 665,2016-1,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION UNIVERSIDAD DEL NORTE,1713,INGENIERIA DE SISTEMAS Y COMPUTACION,TI,"39998694,15",S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8758,0,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,5,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Emanuel Dios Con Nosotros,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DISTRITAL CENTRO SOCIAL DON BOSCO,10400,31/12/2016,8001,11001,31/12/2016
,ALIANZA 665,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,CORPORACION UNIVERSIDAD DE LA COSTA CUC,2810,INGENIERIA DE SISTEMAS,TI,14915610,S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8001,0,31/12/2016
,ALIANZA 665,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,CORPORACION UNIVERSIDAD DE LA COSTA CUC,2810,INGENIERIA DE SISTEMAS,TI,14915610,S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8001,0,31/12/2016
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,BD GUIDANCE SAS,900068170-1,WORKSHOP DE CERTIFICACION EN NEGOCIACION EN LA INDUSTRIA DE TECNOLOGIAS DE INFORMACION,TI,5000000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Elena De Chauvin,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Elena De Chauvin,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DISTRITAL DE CARRIZAL,10400,31/12/2016,8001,11001,31/12/2016
,FONDO 426,2016-1,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,2,M,TECNICO INFORMAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,CERTIFIED BIG DATA CONSULTANT,TI,5756720,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2016,8758,11001,31/12/2016
,FONDO 426,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,TECNICO INFORMAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,PROJECT MANAGEMENT PROFESSIONAL (PMP),TI,2644720,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. DIST. LUZ DEL CARIBE (ANT. C.E.B. # 173),10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,San Miguel Arcangel,10400,31/12/2014,8001,0,31/12/2014
,FONDO 432,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Intelligent Training Colombia S.A,830511609-9,PROJECT MANAGEMENT PROFESSIONAL (PMP) - ENFASIS: LEADERSHIP AND MANAGEMENT SKILLS (LMS),TI,2620000,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Centro Social Don Bosco,10400,31/12/2014,8758,0,31/12/2014
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8573,PUERTO COLOMBIA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA ASPAEN GIMNASIO ALTAMAR BILINGUE,10400,31/12/2016,8573,11001,31/12/2016
,FONDO 534,2013-1,2013,,,,,,8,ATLANTICO,8758,SOLEDAD,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION UNIVERSIDAD DEL NORTE,1713,INGENIERIA DE SISTEMAS Y COMPUTACION,TI,"63774172,97",S_I,PRESENCIAL,ACTIVO,ESTUDIO PLAN DE AMORTIZACION,10400,31/12/2013,8758,0,31/12/2013
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Santa Bernardita,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8296,GALAPA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,C.E. MIXTO DE GALAPA,10400,31/12/2016,8296,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Docente Asignado,10400,31/12/2014,8758,0,31/12/2014
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CENTRO EDUCATIVO SAN VICENTE,10400,31/12/2016,8758,11001,31/12/2016
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,ZAITA S.A.S,900537986-7,ISO IEC 20000:2011 INFORMATION TECHNOLOGY SERVICE MANAGEMENT FOUNDATION,TI,1318534,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2015,8001,0,31/12/2015
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE La Magdalena,10400,31/12/2014,8758,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8433,MALAMBO,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA ANTONIA SANTOS,7500,31/12/2017,8433,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA ALBERTO PUMAREJO,10400,31/12/2016,8758,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA ALBERTO PUMAREJO,10400,31/12/2016,8758,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST CENT DE SISTEMAS AVANZADOS,7500,31/12/2017,8001,11001,31/12/2017
,ALIANZA 665,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD SIMON BOLIVAR,2805,INGENIERIA DE SISTEMAS,TI,"10319944,83",S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8001,0,31/12/2016
,FONDO 426,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,CERTIFIED SOA ARCHITECT,TI,4441488,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Nuestra Se�ora Del Transito,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DISTRITAL BRISAS DEL RIO,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DISTRITAL BRISAS DEL RIO,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IED Cuidadela 20 De Julio,10400,31/12/2014,8001,0,31/12/2014
,ALIANZA 665,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD SIMON BOLIVAR,2805,INGENIERIA DE SISTEMAS,TI,"9746522,49",S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8001,0,31/12/2016
,ALIANZA 665,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD SIMON BOLIVAR,2805,INGENIERIA DE SISTEMAS,TI,"9746522,49",S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8001,0,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. DIST. PINAR DEL RIO (ANT. C.E.B. # 146),7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO NUESTRA SE�ORA DE LAS MERCEDES,10400,31/12/2016,8001,11001,31/12/2016
,FONDO 534,2013-1,2013,,,,,,8,ATLANTICO,8758,SOLEDAD,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION UNIVERSIDAD DEL NORTE,1713,INGENIERIA ELECTRONICA,ELECTRONICA,"71722713,23",S_I,PRESENCIAL,ACTIVO,RENOVACION IES,10400,31/12/2013,8758,0,31/12/2013
,FONDO 534,2013-1,2013,,,,,,8,ATLANTICO,8758,SOLEDAD,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION UNIVERSIDAD DEL NORTE,1713,INGENIERIA ELECTRONICA,ELECTRONICA,"71722713,23",S_I,PRESENCIAL,ACTIVO,RENOVACION IES,10400,31/12/2013,8758,0,31/12/2013
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Emanuel,10400,31/12/2014,8001,0,31/12/2014
,ALIANZA 665,2016-2,2016,,,,,,8,ATLANTICO,8296,GALAPA,1,F,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-,4813,INGENIERIA DE SISTEMAS,TI,"13441459,82",S_I,VIRTUAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8296,0,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COL ANDRES BELLO,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,8,ATLANTICO,8433,MALAMBO,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,PRE ESCOLAR ILUSIONES,7500,31/12/2017,8433,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Santa Lucia,10400,31/12/2014,8758,0,31/12/2014
,FONDO 930,2018-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD SIMON BOLIVAR,2805,INGENIERIA DE SISTEMAS,TI,50000000,S_I,PRESENCIAL,ACTIVO,,7500,31/12/2017,8001,0,31/12/2017
,FONDO 930,2018-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD SIMON BOLIVAR,2805,INGENIERIA DE SISTEMAS,TI,50000000,S_I,PRESENCIAL,ACTIVO,,7500,31/12/2017,8001,0,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Agustin Codazzi,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Agustin Codazzi,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Agustin Codazzi,10400,31/12/2014,8001,0,31/12/2014
,FONDO 432,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Global Knowledge,830107741-1,PROJECT MANAGEMENT PROFESSIONAL (PMP) - ENFASIS: INFORMATION TECHNOLOGY,TI,3227700,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2014,8758,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8758,SOLEDAD,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CENTRO DE EDUCACION DE ADULTOS NICOLAS GUILLEN,7500,31/12/2017,8758,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8758,SOLEDAD,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,CENTRO DE EDUCACION DE ADULTOS NICOLAS GUILLEN,7500,31/12/2017,8758,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE El Campito,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE El Campito,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,8,ATLANTICO,8638,SABANALARGA,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DE SABANALARGA,7500,31/12/2017,8638,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO CRISTO REY,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Gimnasio La Rivera,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Gimnasio La Rivera,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Gimnasio La Rivera,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,San Carlos,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,San Carlos,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,San Carlos,10400,31/12/2014,8001,0,31/12/2014
